Country,Year,Mentions,Party,President
NETHERLANDS,1805,0,Other,Thomas Jefferson
DENMARK,1805,0,Other,Thomas Jefferson
ISRAEL,1805,0,Other,Thomas Jefferson
EGYPT,1805,0,Other,Thomas Jefferson
BELGIUM,1805,0,Other,Thomas Jefferson
SWEDEN,1805,0,Other,Thomas Jefferson
COSTA RICA,1805,0,Other,Thomas Jefferson
ARGENTINA,1805,0,Other,Thomas Jefferson
LIBERIA,1805,0,Other,Thomas Jefferson
GREECE,1805,0,Other,Thomas Jefferson
POLAND,1805,0,Other,Thomas Jefferson
BOLIVIA,1805,0,Other,Thomas Jefferson
HONDURAS,1805,0,Other,Thomas Jefferson
INDIA,1805,0,Other,Thomas Jefferson
GENEVA,1805,0,Other,Thomas Jefferson
ECUADOR,1805,0,Other,Thomas Jefferson
PAKISTAN,1805,0,Other,Thomas Jefferson
THE WEST INDIES,1805,0,Other,Thomas Jefferson
LIBYA,1805,2,Other,Thomas Jefferson
NORWAY,1805,0,Other,Thomas Jefferson
PRUSSIA,1805,0,Other,Thomas Jefferson
AUSTRALIA,1805,0,Other,Thomas Jefferson
UKRAINE,1805,0,Other,Thomas Jefferson
HUNGARY,1805,0,Other,Thomas Jefferson
LEBANON,1805,0,Other,Thomas Jefferson
NORTH KOREA,1805,0,Other,Thomas Jefferson
GUATEMALA,1805,0,Other,Thomas Jefferson
HAITI,1805,0,Other,Thomas Jefferson
SWITZERLAND,1805,0,Other,Thomas Jefferson
SYRIA,1805,0,Other,Thomas Jefferson
MOROCCO,1805,0,Other,Thomas Jefferson
THE DOMINICAN REPUBLIC,1805,0,Other,Thomas Jefferson
NEW ZEALAND,1805,0,Other,Thomas Jefferson
PALESTINE,1805,0,Other,Thomas Jefferson
BULGARIA,1805,0,Other,Thomas Jefferson
IRELAND,1805,0,Other,Thomas Jefferson
BOSNIA,1805,0,Other,Thomas Jefferson
ARMENIA,1805,0,Other,Thomas Jefferson
EL SALVADOR,1805,0,Other,Thomas Jefferson
INDONESIA,1805,0,Other,Thomas Jefferson
KOSOVO,1805,0,Other,Thomas Jefferson
LAOS,1805,0,Other,Thomas Jefferson
NIGERIA,1805,0,Other,Thomas Jefferson
YEMEN,1805,0,Other,Thomas Jefferson
CZECHOSLOVAKIA,1805,0,Other,Thomas Jefferson
NORTHERN IRELAND,1805,0,Other,Thomas Jefferson
SOMALIA,1805,0,Other,Thomas Jefferson
URUGUAY,1805,0,Other,Thomas Jefferson
CAMBODIA,1805,0,Other,Thomas Jefferson
SAUDI ARABIA,1805,0,Other,Thomas Jefferson
SOUTH AFRICA,1805,0,Other,Thomas Jefferson
YUGOSLAVIA,1805,0,Other,Thomas Jefferson
FINLAND,1805,0,Other,Thomas Jefferson
THAILAND,1805,0,Other,Thomas Jefferson
JORDAN,1805,0,Other,Thomas Jefferson
KUWAIT,1805,0,Other,Thomas Jefferson
LITHUANIA,1805,0,Other,Thomas Jefferson
SUDAN,1805,0,Other,Thomas Jefferson
TAIWAN,1805,0,Other,Thomas Jefferson
USA,1806,10,Other,Thomas Jefferson
MEXICO,1806,0,Other,Thomas Jefferson
GREAT BRITAIN,1806,0,Other,Thomas Jefferson
SPAIN,1806,4,Other,Thomas Jefferson
FRANCE,1806,2,Other,Thomas Jefferson
CHINA,1806,0,Other,Thomas Jefferson
CUBA,1806,0,Other,Thomas Jefferson
USSR/RUSSIA,1806,0,Other,Thomas Jefferson
JAPAN,1806,0,Other,Thomas Jefferson
GERMANY,1806,0,Other,Thomas Jefferson
SOUTH KOREA,1806,0,Other,Thomas Jefferson
UK,1806,0,Other,Thomas Jefferson
IRAQ,1806,0,Other,Thomas Jefferson
PHILIPPINES,1806,0,Other,Thomas Jefferson
NICARAGUA,1806,0,Other,Thomas Jefferson
AFGHANISTAN,1806,0,Other,Thomas Jefferson
CANADA,1806,0,Other,Thomas Jefferson
BRAZIL,1806,0,Other,Thomas Jefferson
VENEZUELA,1806,0,Other,Thomas Jefferson
IRAN,1806,0,Other,Thomas Jefferson
TURKEY,1806,0,Other,Thomas Jefferson
PERU,1806,0,Other,Thomas Jefferson
VIETNAM,1806,0,Other,Thomas Jefferson
PANAMA,1806,0,Other,Thomas Jefferson
ITALY,1806,0,Other,Thomas Jefferson
PORTUGAL,1806,0,Other,Thomas Jefferson
CHILE,1806,0,Other,Thomas Jefferson
AUSTRIA,1806,0,Other,Thomas Jefferson
COLOMBIA,1806,0,Other,Thomas Jefferson
NETHERLANDS,1806,0,Other,Thomas Jefferson
DENMARK,1806,0,Other,Thomas Jefferson
ISRAEL,1806,0,Other,Thomas Jefferson
EGYPT,1806,0,Other,Thomas Jefferson
BELGIUM,1806,0,Other,Thomas Jefferson
SWEDEN,1806,0,Other,Thomas Jefferson
COSTA RICA,1806,0,Other,Thomas Jefferson
ARGENTINA,1806,0,Other,Thomas Jefferson
LIBERIA,1806,0,Other,Thomas Jefferson
GREECE,1806,0,Other,Thomas Jefferson
POLAND,1806,0,Other,Thomas Jefferson
BOLIVIA,1806,0,Other,Thomas Jefferson
HONDURAS,1806,0,Other,Thomas Jefferson
INDIA,1806,0,Other,Thomas Jefferson
GENEVA,1806,0,Other,Thomas Jefferson
ECUADOR,1806,0,Other,Thomas Jefferson
PAKISTAN,1806,0,Other,Thomas Jefferson
THE WEST INDIES,1806,0,Other,Thomas Jefferson
LIBYA,1806,0,Other,Thomas Jefferson
NORWAY,1806,0,Other,Thomas Jefferson
PRUSSIA,1806,0,Other,Thomas Jefferson
AUSTRALIA,1806,0,Other,Thomas Jefferson
UKRAINE,1806,0,Other,Thomas Jefferson
HUNGARY,1806,0,Other,Thomas Jefferson
LEBANON,1806,0,Other,Thomas Jefferson
NORTH KOREA,1806,0,Other,Thomas Jefferson
GUATEMALA,1806,0,Other,Thomas Jefferson
HAITI,1806,0,Other,Thomas Jefferson
SWITZERLAND,1806,0,Other,Thomas Jefferson
SYRIA,1806,0,Other,Thomas Jefferson
MOROCCO,1806,0,Other,Thomas Jefferson
THE DOMINICAN REPUBLIC,1806,0,Other,Thomas Jefferson
NEW ZEALAND,1806,0,Other,Thomas Jefferson
PALESTINE,1806,0,Other,Thomas Jefferson
BULGARIA,1806,0,Other,Thomas Jefferson
IRELAND,1806,0,Other,Thomas Jefferson
BOSNIA,1806,0,Other,Thomas Jefferson
ARMENIA,1806,0,Other,Thomas Jefferson
EL SALVADOR,1806,0,Other,Thomas Jefferson
INDONESIA,1806,0,Other,Thomas Jefferson
KOSOVO,1806,0,Other,Thomas Jefferson
LAOS,1806,0,Other,Thomas Jefferson
NIGERIA,1806,0,Other,Thomas Jefferson
YEMEN,1806,0,Other,Thomas Jefferson
CZECHOSLOVAKIA,1806,0,Other,Thomas Jefferson
NORTHERN IRELAND,1806,0,Other,Thomas Jefferson
SOMALIA,1806,0,Other,Thomas Jefferson
URUGUAY,1806,0,Other,Thomas Jefferson
CAMBODIA,1806,0,Other,Thomas Jefferson
SAUDI ARABIA,1806,0,Other,Thomas Jefferson
SOUTH AFRICA,1806,0,Other,Thomas Jefferson
YUGOSLAVIA,1806,0,Other,Thomas Jefferson
FINLAND,1806,0,Other,Thomas Jefferson
THAILAND,1806,0,Other,Thomas Jefferson
JORDAN,1806,0,Other,Thomas Jefferson
KUWAIT,1806,0,Other,Thomas Jefferson
LITHUANIA,1806,0,Other,Thomas Jefferson
SUDAN,1806,0,Other,Thomas Jefferson
TAIWAN,1806,0,Other,Thomas Jefferson
USA,1807,3,Other,Thomas Jefferson
MEXICO,1807,0,Other,Thomas Jefferson
GREAT BRITAIN,1807,0,Other,Thomas Jefferson
SPAIN,1807,1,Other,Thomas Jefferson
FRANCE,1807,0,Other,Thomas Jefferson
CHINA,1807,0,Other,Thomas Jefferson
CUBA,1807,0,Other,Thomas Jefferson
USSR/RUSSIA,1807,0,Other,Thomas Jefferson
JAPAN,1807,0,Other,Thomas Jefferson
GERMANY,1807,0,Other,Thomas Jefferson
SOUTH KOREA,1807,0,Other,Thomas Jefferson
UK,1807,2,Other,Thomas Jefferson
IRAQ,1807,0,Other,Thomas Jefferson
PHILIPPINES,1807,0,Other,Thomas Jefferson
NICARAGUA,1807,0,Other,Thomas Jefferson
AFGHANISTAN,1807,0,Other,Thomas Jefferson
CANADA,1807,0,Other,Thomas Jefferson
BRAZIL,1807,0,Other,Thomas Jefferson
VENEZUELA,1807,0,Other,Thomas Jefferson
IRAN,1807,0,Other,Thomas Jefferson
TURKEY,1807,0,Other,Thomas Jefferson
PERU,1807,0,Other,Thomas Jefferson
VIETNAM,1807,0,Other,Thomas Jefferson
PANAMA,1807,0,Other,Thomas Jefferson
ITALY,1807,0,Other,Thomas Jefferson
PORTUGAL,1807,0,Other,Thomas Jefferson
CHILE,1807,0,Other,Thomas Jefferson
AUSTRIA,1807,0,Other,Thomas Jefferson
COLOMBIA,1807,0,Other,Thomas Jefferson
NETHERLANDS,1807,0,Other,Thomas Jefferson
DENMARK,1807,0,Other,Thomas Jefferson
ISRAEL,1807,0,Other,Thomas Jefferson
EGYPT,1807,0,Other,Thomas Jefferson
BELGIUM,1807,0,Other,Thomas Jefferson
SWEDEN,1807,0,Other,Thomas Jefferson
COSTA RICA,1807,0,Other,Thomas Jefferson
ARGENTINA,1807,0,Other,Thomas Jefferson
LIBERIA,1807,0,Other,Thomas Jefferson
GREECE,1807,0,Other,Thomas Jefferson
POLAND,1807,0,Other,Thomas Jefferson
BOLIVIA,1807,0,Other,Thomas Jefferson
HONDURAS,1807,0,Other,Thomas Jefferson
INDIA,1807,0,Other,Thomas Jefferson
GENEVA,1807,0,Other,Thomas Jefferson
ECUADOR,1807,0,Other,Thomas Jefferson
PAKISTAN,1807,0,Other,Thomas Jefferson
THE WEST INDIES,1807,0,Other,Thomas Jefferson
LIBYA,1807,0,Other,Thomas Jefferson
NORWAY,1807,0,Other,Thomas Jefferson
PRUSSIA,1807,0,Other,Thomas Jefferson
AUSTRALIA,1807,0,Other,Thomas Jefferson
UKRAINE,1807,0,Other,Thomas Jefferson
HUNGARY,1807,0,Other,Thomas Jefferson
LEBANON,1807,0,Other,Thomas Jefferson
NORTH KOREA,1807,0,Other,Thomas Jefferson
GUATEMALA,1807,0,Other,Thomas Jefferson
HAITI,1807,0,Other,Thomas Jefferson
SWITZERLAND,1807,0,Other,Thomas Jefferson
SYRIA,1807,0,Other,Thomas Jefferson
MOROCCO,1807,0,Other,Thomas Jefferson
THE DOMINICAN REPUBLIC,1807,0,Other,Thomas Jefferson
NEW ZEALAND,1807,0,Other,Thomas Jefferson
PALESTINE,1807,0,Other,Thomas Jefferson
BULGARIA,1807,0,Other,Thomas Jefferson
IRELAND,1807,0,Other,Thomas Jefferson
BOSNIA,1807,0,Other,Thomas Jefferson
ARMENIA,1807,0,Other,Thomas Jefferson
EL SALVADOR,1807,0,Other,Thomas Jefferson
INDONESIA,1807,0,Other,Thomas Jefferson
KOSOVO,1807,0,Other,Thomas Jefferson
LAOS,1807,0,Other,Thomas Jefferson
NIGERIA,1807,0,Other,Thomas Jefferson
YEMEN,1807,0,Other,Thomas Jefferson
CZECHOSLOVAKIA,1807,0,Other,Thomas Jefferson
NORTHERN IRELAND,1807,0,Other,Thomas Jefferson
SOMALIA,1807,0,Other,Thomas Jefferson
URUGUAY,1807,0,Other,Thomas Jefferson
CAMBODIA,1807,0,Other,Thomas Jefferson
SAUDI ARABIA,1807,0,Other,Thomas Jefferson
SOUTH AFRICA,1807,0,Other,Thomas Jefferson
YUGOSLAVIA,1807,0,Other,Thomas Jefferson
FINLAND,1807,0,Other,Thomas Jefferson
THAILAND,1807,0,Other,Thomas Jefferson
JORDAN,1807,0,Other,Thomas Jefferson
KUWAIT,1807,0,Other,Thomas Jefferson
LITHUANIA,1807,0,Other,Thomas Jefferson
SUDAN,1807,0,Other,Thomas Jefferson
TAIWAN,1807,0,Other,Thomas Jefferson
USA,1808,9,Other,Thomas Jefferson
MEXICO,1808,0,Other,Thomas Jefferson
GREAT BRITAIN,1808,2,Other,Thomas Jefferson
SPAIN,1808,1,Other,Thomas Jefferson
FRANCE,1808,5,Other,Thomas Jefferson
CHINA,1808,0,Other,Thomas Jefferson
CUBA,1808,0,Other,Thomas Jefferson
USSR/RUSSIA,1808,0,Other,Thomas Jefferson
JAPAN,1808,0,Other,Thomas Jefferson
GERMANY,1808,0,Other,Thomas Jefferson
SOUTH KOREA,1808,0,Other,Thomas Jefferson
UK,1808,3,Other,Thomas Jefferson
IRAQ,1808,0,Other,Thomas Jefferson
PHILIPPINES,1808,0,Other,Thomas Jefferson
NICARAGUA,1808,0,Other,Thomas Jefferson
AFGHANISTAN,1808,0,Other,Thomas Jefferson
CANADA,1808,0,Other,Thomas Jefferson
BRAZIL,1808,0,Other,Thomas Jefferson
VENEZUELA,1808,0,Other,Thomas Jefferson
IRAN,1808,0,Other,Thomas Jefferson
TURKEY,1808,0,Other,Thomas Jefferson
PERU,1808,0,Other,Thomas Jefferson
VIETNAM,1808,0,Other,Thomas Jefferson
PANAMA,1808,0,Other,Thomas Jefferson
ITALY,1808,0,Other,Thomas Jefferson
PORTUGAL,1808,0,Other,Thomas Jefferson
CHILE,1808,0,Other,Thomas Jefferson
AUSTRIA,1808,0,Other,Thomas Jefferson
COLOMBIA,1808,0,Other,Thomas Jefferson
NETHERLANDS,1808,0,Other,Thomas Jefferson
DENMARK,1808,0,Other,Thomas Jefferson
ISRAEL,1808,0,Other,Thomas Jefferson
EGYPT,1808,0,Other,Thomas Jefferson
BELGIUM,1808,0,Other,Thomas Jefferson
SWEDEN,1808,0,Other,Thomas Jefferson
COSTA RICA,1808,0,Other,Thomas Jefferson
ARGENTINA,1808,0,Other,Thomas Jefferson
LIBERIA,1808,0,Other,Thomas Jefferson
GREECE,1808,0,Other,Thomas Jefferson
POLAND,1808,0,Other,Thomas Jefferson
BOLIVIA,1808,0,Other,Thomas Jefferson
HONDURAS,1808,0,Other,Thomas Jefferson
INDIA,1808,0,Other,Thomas Jefferson
GENEVA,1808,0,Other,Thomas Jefferson
ECUADOR,1808,0,Other,Thomas Jefferson
PAKISTAN,1808,0,Other,Thomas Jefferson
THE WEST INDIES,1808,0,Other,Thomas Jefferson
LIBYA,1808,0,Other,Thomas Jefferson
NORWAY,1808,0,Other,Thomas Jefferson
PRUSSIA,1808,0,Other,Thomas Jefferson
AUSTRALIA,1808,0,Other,Thomas Jefferson
UKRAINE,1808,0,Other,Thomas Jefferson
HUNGARY,1808,0,Other,Thomas Jefferson
LEBANON,1808,0,Other,Thomas Jefferson
NORTH KOREA,1808,0,Other,Thomas Jefferson
GUATEMALA,1808,0,Other,Thomas Jefferson
HAITI,1808,0,Other,Thomas Jefferson
SWITZERLAND,1808,0,Other,Thomas Jefferson
SYRIA,1808,0,Other,Thomas Jefferson
MOROCCO,1808,0,Other,Thomas Jefferson
THE DOMINICAN REPUBLIC,1808,0,Other,Thomas Jefferson
NEW ZEALAND,1808,0,Other,Thomas Jefferson
PALESTINE,1808,0,Other,Thomas Jefferson
BULGARIA,1808,0,Other,Thomas Jefferson
IRELAND,1808,0,Other,Thomas Jefferson
BOSNIA,1808,0,Other,Thomas Jefferson
ARMENIA,1808,0,Other,Thomas Jefferson
EL SALVADOR,1808,0,Other,Thomas Jefferson
INDONESIA,1808,0,Other,Thomas Jefferson
KOSOVO,1808,0,Other,Thomas Jefferson
LAOS,1808,0,Other,Thomas Jefferson
NIGERIA,1808,0,Other,Thomas Jefferson
YEMEN,1808,0,Other,Thomas Jefferson
CZECHOSLOVAKIA,1808,0,Other,Thomas Jefferson
NORTHERN IRELAND,1808,0,Other,Thomas Jefferson
SOMALIA,1808,0,Other,Thomas Jefferson
URUGUAY,1808,0,Other,Thomas Jefferson
CAMBODIA,1808,0,Other,Thomas Jefferson
SAUDI ARABIA,1808,0,Other,Thomas Jefferson
SOUTH AFRICA,1808,0,Other,Thomas Jefferson
YUGOSLAVIA,1808,0,Other,Thomas Jefferson
FINLAND,1808,0,Other,Thomas Jefferson
THAILAND,1808,0,Other,Thomas Jefferson
JORDAN,1808,0,Other,Thomas Jefferson
KUWAIT,1808,0,Other,Thomas Jefferson
LITHUANIA,1808,0,Other,Thomas Jefferson
SUDAN,1808,0,Other,Thomas Jefferson
TAIWAN,1808,0,Other,Thomas Jefferson
USA,1809,10,Other,James Madison
MEXICO,1809,0,Other,James Madison
GREAT BRITAIN,1809,0,Other,James Madison
SPAIN,1809,0,Other,James Madison
FRANCE,1809,2,Other,James Madison
CHINA,1809,0,Other,James Madison
CUBA,1809,0,Other,James Madison
USSR/RUSSIA,1809,0,Other,James Madison
JAPAN,1809,0,Other,James Madison
GERMANY,1809,0,Other,James Madison
SOUTH KOREA,1809,0,Other,James Madison
UK,1809,1,Other,James Madison
IRAQ,1809,0,Other,James Madison
PHILIPPINES,1809,0,Other,James Madison
NICARAGUA,1809,0,Other,James Madison
AFGHANISTAN,1809,0,Other,James Madison
CANADA,1809,0,Other,James Madison
BRAZIL,1809,0,Other,James Madison
VENEZUELA,1809,0,Other,James Madison
IRAN,1809,0,Other,James Madison
TURKEY,1809,0,Other,James Madison
PERU,1809,0,Other,James Madison
VIETNAM,1809,0,Other,James Madison
PANAMA,1809,0,Other,James Madison
ITALY,1809,0,Other,James Madison
PORTUGAL,1809,0,Other,James Madison
CHILE,1809,0,Other,James Madison
AUSTRIA,1809,0,Other,James Madison
COLOMBIA,1809,0,Other,James Madison
NETHERLANDS,1809,0,Other,James Madison
DENMARK,1809,0,Other,James Madison
ISRAEL,1809,0,Other,James Madison
EGYPT,1809,0,Other,James Madison
BELGIUM,1809,0,Other,James Madison
SWEDEN,1809,0,Other,James Madison
COSTA RICA,1809,0,Other,James Madison
ARGENTINA,1809,0,Other,James Madison
LIBERIA,1809,0,Other,James Madison
GREECE,1809,0,Other,James Madison
POLAND,1809,0,Other,James Madison
BOLIVIA,1809,0,Other,James Madison
HONDURAS,1809,0,Other,James Madison
INDIA,1809,0,Other,James Madison
GENEVA,1809,0,Other,James Madison
ECUADOR,1809,0,Other,James Madison
PAKISTAN,1809,0,Other,James Madison
THE WEST INDIES,1809,0,Other,James Madison
LIBYA,1809,0,Other,James Madison
NORWAY,1809,0,Other,James Madison
PRUSSIA,1809,0,Other,James Madison
AUSTRALIA,1809,0,Other,James Madison
UKRAINE,1809,0,Other,James Madison
HUNGARY,1809,0,Other,James Madison
LEBANON,1809,0,Other,James Madison
NORTH KOREA,1809,0,Other,James Madison
GUATEMALA,1809,0,Other,James Madison
HAITI,1809,0,Other,James Madison
SWITZERLAND,1809,0,Other,James Madison
SYRIA,1809,0,Other,James Madison
MOROCCO,1809,0,Other,James Madison
THE DOMINICAN REPUBLIC,1809,0,Other,James Madison
NEW ZEALAND,1809,0,Other,James Madison
PALESTINE,1809,0,Other,James Madison
BULGARIA,1809,0,Other,James Madison
IRELAND,1809,0,Other,James Madison
BOSNIA,1809,0,Other,James Madison
ARMENIA,1809,0,Other,James Madison
EL SALVADOR,1809,0,Other,James Madison
INDONESIA,1809,0,Other,James Madison
KOSOVO,1809,0,Other,James Madison
LAOS,1809,0,Other,James Madison
NIGERIA,1809,0,Other,James Madison
YEMEN,1809,0,Other,James Madison
CZECHOSLOVAKIA,1809,0,Other,James Madison
NORTHERN IRELAND,1809,0,Other,James Madison
SOMALIA,1809,0,Other,James Madison
URUGUAY,1809,0,Other,James Madison
CAMBODIA,1809,0,Other,James Madison
SAUDI ARABIA,1809,0,Other,James Madison
SOUTH AFRICA,1809,0,Other,James Madison
YUGOSLAVIA,1809,0,Other,James Madison
FINLAND,1809,0,Other,James Madison
THAILAND,1809,0,Other,James Madison
JORDAN,1809,0,Other,James Madison
KUWAIT,1809,0,Other,James Madison
LITHUANIA,1809,0,Other,James Madison
SUDAN,1809,0,Other,James Madison
TAIWAN,1809,0,Other,James Madison
USA,1810,12,Other,James Madison
MEXICO,1810,0,Other,James Madison
GREAT BRITAIN,1810,2,Other,James Madison
SPAIN,1810,1,Other,James Madison
FRANCE,1810,5,Other,James Madison
CHINA,1810,0,Other,James Madison
CUBA,1810,0,Other,James Madison
USSR/RUSSIA,1810,0,Other,James Madison
JAPAN,1810,0,Other,James Madison
GERMANY,1810,2,Other,James Madison
SOUTH KOREA,1810,0,Other,James Madison
UK,1810,2,Other,James Madison
IRAQ,1810,0,Other,James Madison
PHILIPPINES,1810,0,Other,James Madison
NICARAGUA,1810,0,Other,James Madison
AFGHANISTAN,1810,0,Other,James Madison
CANADA,1810,0,Other,James Madison
BRAZIL,1810,0,Other,James Madison
VENEZUELA,1810,0,Other,James Madison
IRAN,1810,0,Other,James Madison
TURKEY,1810,0,Other,James Madison
PERU,1810,0,Other,James Madison
VIETNAM,1810,0,Other,James Madison
PANAMA,1810,0,Other,James Madison
ITALY,1810,0,Other,James Madison
PORTUGAL,1810,0,Other,James Madison
CHILE,1810,0,Other,James Madison
AUSTRIA,1810,0,Other,James Madison
COLOMBIA,1810,0,Other,James Madison
NETHERLANDS,1810,0,Other,James Madison
DENMARK,1810,0,Other,James Madison
ISRAEL,1810,0,Other,James Madison
EGYPT,1810,0,Other,James Madison
BELGIUM,1810,0,Other,James Madison
SWEDEN,1810,0,Other,James Madison
COSTA RICA,1810,0,Other,James Madison
ARGENTINA,1810,0,Other,James Madison
LIBERIA,1810,0,Other,James Madison
GREECE,1810,0,Other,James Madison
POLAND,1810,0,Other,James Madison
BOLIVIA,1810,0,Other,James Madison
HONDURAS,1810,0,Other,James Madison
INDIA,1810,0,Other,James Madison
GENEVA,1810,0,Other,James Madison
ECUADOR,1810,0,Other,James Madison
PAKISTAN,1810,0,Other,James Madison
THE WEST INDIES,1810,0,Other,James Madison
LIBYA,1810,0,Other,James Madison
NORWAY,1810,0,Other,James Madison
PRUSSIA,1810,0,Other,James Madison
AUSTRALIA,1810,0,Other,James Madison
UKRAINE,1810,0,Other,James Madison
HUNGARY,1810,0,Other,James Madison
LEBANON,1810,0,Other,James Madison
NORTH KOREA,1810,0,Other,James Madison
GUATEMALA,1810,0,Other,James Madison
HAITI,1810,0,Other,James Madison
SWITZERLAND,1810,0,Other,James Madison
SYRIA,1810,0,Other,James Madison
MOROCCO,1810,0,Other,James Madison
THE DOMINICAN REPUBLIC,1810,0,Other,James Madison
NEW ZEALAND,1810,0,Other,James Madison
PALESTINE,1810,0,Other,James Madison
BULGARIA,1810,0,Other,James Madison
IRELAND,1810,0,Other,James Madison
BOSNIA,1810,0,Other,James Madison
ARMENIA,1810,0,Other,James Madison
EL SALVADOR,1810,0,Other,James Madison
INDONESIA,1810,0,Other,James Madison
KOSOVO,1810,0,Other,James Madison
LAOS,1810,0,Other,James Madison
NIGERIA,1810,0,Other,James Madison
YEMEN,1810,0,Other,James Madison
CZECHOSLOVAKIA,1810,0,Other,James Madison
NORTHERN IRELAND,1810,0,Other,James Madison
SOMALIA,1810,0,Other,James Madison
URUGUAY,1810,0,Other,James Madison
CAMBODIA,1810,0,Other,James Madison
SAUDI ARABIA,1810,0,Other,James Madison
SOUTH AFRICA,1810,0,Other,James Madison
YUGOSLAVIA,1810,0,Other,James Madison
FINLAND,1810,0,Other,James Madison
THAILAND,1810,0,Other,James Madison
JORDAN,1810,0,Other,James Madison
KUWAIT,1810,0,Other,James Madison
LITHUANIA,1810,0,Other,James Madison
SUDAN,1810,0,Other,James Madison
TAIWAN,1810,0,Other,James Madison
USA,1811,14,Other,James Madison
MEXICO,1811,0,Other,James Madison
GREAT BRITAIN,1811,1,Other,James Madison
SPAIN,1811,0,Other,James Madison
FRANCE,1811,5,Other,James Madison
CHINA,1811,0,Other,James Madison
CUBA,1811,0,Other,James Madison
USSR/RUSSIA,1811,1,Other,James Madison
JAPAN,1811,0,Other,James Madison
GERMANY,1811,0,Other,James Madison
SOUTH KOREA,1811,0,Other,James Madison
UK,1811,1,Other,James Madison
IRAQ,1811,0,Other,James Madison
PHILIPPINES,1811,0,Other,James Madison
NICARAGUA,1811,0,Other,James Madison
AFGHANISTAN,1811,0,Other,James Madison
CANADA,1811,0,Other,James Madison
BRAZIL,1811,0,Other,James Madison
VENEZUELA,1811,0,Other,James Madison
IRAN,1811,0,Other,James Madison
TURKEY,1811,0,Other,James Madison
PERU,1811,0,Other,James Madison
VIETNAM,1811,0,Other,James Madison
PANAMA,1811,0,Other,James Madison
ITALY,1811,0,Other,James Madison
PORTUGAL,1811,0,Other,James Madison
CHILE,1811,0,Other,James Madison
AUSTRIA,1811,0,Other,James Madison
COLOMBIA,1811,0,Other,James Madison
NETHERLANDS,1811,0,Other,James Madison
DENMARK,1811,1,Other,James Madison
ISRAEL,1811,0,Other,James Madison
EGYPT,1811,0,Other,James Madison
BELGIUM,1811,0,Other,James Madison
SWEDEN,1811,1,Other,James Madison
COSTA RICA,1811,0,Other,James Madison
ARGENTINA,1811,0,Other,James Madison
LIBERIA,1811,0,Other,James Madison
GREECE,1811,0,Other,James Madison
POLAND,1811,0,Other,James Madison
BOLIVIA,1811,0,Other,James Madison
HONDURAS,1811,0,Other,James Madison
INDIA,1811,0,Other,James Madison
GENEVA,1811,0,Other,James Madison
ECUADOR,1811,0,Other,James Madison
PAKISTAN,1811,0,Other,James Madison
THE WEST INDIES,1811,0,Other,James Madison
LIBYA,1811,0,Other,James Madison
NORWAY,1811,0,Other,James Madison
PRUSSIA,1811,0,Other,James Madison
AUSTRALIA,1811,0,Other,James Madison
UKRAINE,1811,0,Other,James Madison
HUNGARY,1811,0,Other,James Madison
LEBANON,1811,0,Other,James Madison
NORTH KOREA,1811,0,Other,James Madison
GUATEMALA,1811,0,Other,James Madison
HAITI,1811,0,Other,James Madison
SWITZERLAND,1811,0,Other,James Madison
SYRIA,1811,0,Other,James Madison
MOROCCO,1811,0,Other,James Madison
THE DOMINICAN REPUBLIC,1811,0,Other,James Madison
NEW ZEALAND,1811,0,Other,James Madison
PALESTINE,1811,0,Other,James Madison
BULGARIA,1811,0,Other,James Madison
IRELAND,1811,0,Other,James Madison
BOSNIA,1811,0,Other,James Madison
ARMENIA,1811,0,Other,James Madison
EL SALVADOR,1811,0,Other,James Madison
INDONESIA,1811,0,Other,James Madison
KOSOVO,1811,0,Other,James Madison
LAOS,1811,0,Other,James Madison
NIGERIA,1811,0,Other,James Madison
YEMEN,1811,0,Other,James Madison
CZECHOSLOVAKIA,1811,0,Other,James Madison
NORTHERN IRELAND,1811,0,Other,James Madison
SOMALIA,1811,0,Other,James Madison
URUGUAY,1811,0,Other,James Madison
CAMBODIA,1811,0,Other,James Madison
SAUDI ARABIA,1811,0,Other,James Madison
SOUTH AFRICA,1811,0,Other,James Madison
YUGOSLAVIA,1811,0,Other,James Madison
FINLAND,1811,0,Other,James Madison
THAILAND,1811,0,Other,James Madison
JORDAN,1811,0,Other,James Madison
KUWAIT,1811,0,Other,James Madison
LITHUANIA,1811,0,Other,James Madison
SUDAN,1811,0,Other,James Madison
TAIWAN,1811,0,Other,James Madison
USA,1812,7,Other,James Madison
MEXICO,1812,0,Other,James Madison
GREAT BRITAIN,1812,5,Other,James Madison
SPAIN,1812,0,Other,James Madison
FRANCE,1812,1,Other,James Madison
CHINA,1812,0,Other,James Madison
CUBA,1812,0,Other,James Madison
USSR/RUSSIA,1812,1,Other,James Madison
JAPAN,1812,0,Other,James Madison
GERMANY,1812,1,Other,James Madison
SOUTH KOREA,1812,0,Other,James Madison
UK,1812,2,Other,James Madison
IRAQ,1812,0,Other,James Madison
PHILIPPINES,1812,0,Other,James Madison
NICARAGUA,1812,0,Other,James Madison
AFGHANISTAN,1812,0,Other,James Madison
CANADA,1812,4,Other,James Madison
BRAZIL,1812,0,Other,James Madison
VENEZUELA,1812,0,Other,James Madison
IRAN,1812,0,Other,James Madison
TURKEY,1812,0,Other,James Madison
PERU,1812,0,Other,James Madison
