Country,Year,Mentions,Party,President
China,1861,2,Republican,Abraham Lincoln
Cuba,1861,0,Republican,Abraham Lincoln
Russia,1861,0,Republican,Abraham Lincoln
Japan,1861,0,Republican,Abraham Lincoln
Germany,1861,0,Republican,Abraham Lincoln
South Korea,1861,0,Republican,Abraham Lincoln
United Kingdom,1861,1,Republican,Abraham Lincoln
Iraq,1861,0,Republican,Abraham Lincoln
Philippines,1861,0,Republican,Abraham Lincoln
Nicaragua,1861,0,Republican,Abraham Lincoln
Afghanistan,1861,0,Republican,Abraham Lincoln
Canada,1861,0,Republican,Abraham Lincoln
Brazil,1861,0,Republican,Abraham Lincoln
Venezuela,1861,0,Republican,Abraham Lincoln
Iran,1861,0,Republican,Abraham Lincoln
Turkey,1861,0,Republican,Abraham Lincoln
Peru,1861,0,Republican,Abraham Lincoln
Vietnam,1861,0,Republican,Abraham Lincoln
Panama,1861,0,Republican,Abraham Lincoln
Italy,1861,0,Republican,Abraham Lincoln
Portugal,1861,0,Republican,Abraham Lincoln
Chile,1861,0,Republican,Abraham Lincoln
Austria,1861,0,Republican,Abraham Lincoln
Colombia,1861,0,Republican,Abraham Lincoln
Netherlands,1861,0,Republican,Abraham Lincoln
Denmark,1861,0,Republican,Abraham Lincoln
Israel,1861,0,Republican,Abraham Lincoln
Egypt,1861,0,Republican,Abraham Lincoln
Belgium,1861,0,Republican,Abraham Lincoln
Sweden,1861,0,Republican,Abraham Lincoln
Costa Rica,1861,0,Republican,Abraham Lincoln
Argentina,1861,0,Republican,Abraham Lincoln
Liberia,1861,1,Republican,Abraham Lincoln
Greece,1861,0,Republican,Abraham Lincoln
Poland,1861,0,Republican,Abraham Lincoln
Bolivia,1861,0,Republican,Abraham Lincoln
Honduras,1861,0,Republican,Abraham Lincoln
India,1861,0,Republican,Abraham Lincoln
Geneva,1861,0,Republican,Abraham Lincoln
Ecuador,1861,0,Republican,Abraham Lincoln
Pakistan,1861,0,Republican,Abraham Lincoln
The West Indies,1861,0,Republican,Abraham Lincoln
Libya,1861,0,Republican,Abraham Lincoln
Norway,1861,0,Republican,Abraham Lincoln
Prussia,1861,0,Republican,Abraham Lincoln
Australia,1861,0,Republican,Abraham Lincoln
Ukraine,1861,0,Republican,Abraham Lincoln
Hungary,1861,0,Republican,Abraham Lincoln
Lebanon,1861,1,Republican,Abraham Lincoln
North Korea,1861,0,Republican,Abraham Lincoln
Guatemala,1861,0,Republican,Abraham Lincoln
Haiti,1861,0,Republican,Abraham Lincoln
Switzerland,1861,0,Republican,Abraham Lincoln
Syria,1861,0,Republican,Abraham Lincoln
Morocco,1861,0,Republican,Abraham Lincoln
The Dominican Republic,1861,0,Republican,Abraham Lincoln
New Zealand,1861,0,Republican,Abraham Lincoln
Palestine,1861,0,Republican,Abraham Lincoln
Bulgaria,1861,0,Republican,Abraham Lincoln
Ireland,1861,0,Republican,Abraham Lincoln
Bosnia,1861,0,Republican,Abraham Lincoln
Armenia,1861,0,Republican,Abraham Lincoln
El Salvador,1861,0,Republican,Abraham Lincoln
Indonesia,1861,0,Republican,Abraham Lincoln
Kosovo,1861,0,Republican,Abraham Lincoln
Laos,1861,0,Republican,Abraham Lincoln
Nigeria,1861,0,Republican,Abraham Lincoln
Yemen,1861,0,Republican,Abraham Lincoln
Czechoslovakia,1861,0,Republican,Abraham Lincoln
Northern Ireland,1861,0,Republican,Abraham Lincoln
Somalia,1861,0,Republican,Abraham Lincoln
Uruguay,1861,0,Republican,Abraham Lincoln
Cambodia,1861,0,Republican,Abraham Lincoln
Saudi Arabia,1861,0,Republican,Abraham Lincoln
South Africa,1861,0,Republican,Abraham Lincoln
Yugoslavia,1861,0,Republican,Abraham Lincoln
Finland,1861,0,Republican,Abraham Lincoln
Thailand,1861,0,Republican,Abraham Lincoln
Jordan,1861,0,Republican,Abraham Lincoln
Kuwait,1861,0,Republican,Abraham Lincoln
Lithuania,1861,0,Republican,Abraham Lincoln
Sudan,1861,0,Republican,Abraham Lincoln
Taiwan,1861,0,Republican,Abraham Lincoln
United States of America,1862,37,Republican,Abraham Lincoln
Mexico,1862,1,Republican,Abraham Lincoln
Great Britain,1862,3,Republican,Abraham Lincoln
Spain,1862,2,Republican,Abraham Lincoln
France,1862,2,Republican,Abraham Lincoln
China,1862,1,Republican,Abraham Lincoln
Cuba,1862,0,Republican,Abraham Lincoln
Russia,1862,1,Republican,Abraham Lincoln
Japan,1862,1,Republican,Abraham Lincoln
Germany,1862,0,Republican,Abraham Lincoln
South Korea,1862,0,Republican,Abraham Lincoln
United Kingdom,1862,0,Republican,Abraham Lincoln
Iraq,1862,0,Republican,Abraham Lincoln
Philippines,1862,0,Republican,Abraham Lincoln
Nicaragua,1862,1,Republican,Abraham Lincoln
Afghanistan,1862,0,Republican,Abraham Lincoln
Canada,1862,0,Republican,Abraham Lincoln
Brazil,1862,0,Republican,Abraham Lincoln
Venezuela,1862,0,Republican,Abraham Lincoln
Iran,1862,0,Republican,Abraham Lincoln
Turkey,1862,2,Republican,Abraham Lincoln
Peru,1862,1,Republican,Abraham Lincoln
Vietnam,1862,0,Republican,Abraham Lincoln
Panama,1862,0,Republican,Abraham Lincoln
Italy,1862,0,Republican,Abraham Lincoln
Portugal,1862,1,Republican,Abraham Lincoln
Chile,1862,1,Republican,Abraham Lincoln
Austria,1862,1,Republican,Abraham Lincoln
Colombia,1862,0,Republican,Abraham Lincoln
Netherlands,1862,0,Republican,Abraham Lincoln
Denmark,1862,1,Republican,Abraham Lincoln
Israel,1862,0,Republican,Abraham Lincoln
Egypt,1862,1,Republican,Abraham Lincoln
Belgium,1862,0,Republican,Abraham Lincoln
Sweden,1862,1,Republican,Abraham Lincoln
Costa Rica,1862,1,Republican,Abraham Lincoln
Argentina,1862,0,Republican,Abraham Lincoln
Liberia,1862,2,Republican,Abraham Lincoln
Greece,1862,0,Republican,Abraham Lincoln
Poland,1862,0,Republican,Abraham Lincoln
Bolivia,1862,0,Republican,Abraham Lincoln
Honduras,1862,0,Republican,Abraham Lincoln
India,1862,0,Republican,Abraham Lincoln
Geneva,1862,0,Republican,Abraham Lincoln
Ecuador,1862,0,Republican,Abraham Lincoln
Pakistan,1862,0,Republican,Abraham Lincoln
The West Indies,1862,0,Republican,Abraham Lincoln
Libya,1862,0,Republican,Abraham Lincoln
Norway,1862,0,Republican,Abraham Lincoln
Prussia,1862,2,Republican,Abraham Lincoln
Australia,1862,0,Republican,Abraham Lincoln
Ukraine,1862,0,Republican,Abraham Lincoln
Hungary,1862,0,Republican,Abraham Lincoln
Lebanon,1862,0,Republican,Abraham Lincoln
North Korea,1862,0,Republican,Abraham Lincoln
Guatemala,1862,0,Republican,Abraham Lincoln
Haiti,1862,0,Republican,Abraham Lincoln
Switzerland,1862,0,Republican,Abraham Lincoln
Syria,1862,0,Republican,Abraham Lincoln
Morocco,1862,1,Republican,Abraham Lincoln
The Dominican Republic,1862,0,Republican,Abraham Lincoln
New Zealand,1862,0,Republican,Abraham Lincoln
Palestine,1862,0,Republican,Abraham Lincoln
Bulgaria,1862,0,Republican,Abraham Lincoln
Ireland,1862,0,Republican,Abraham Lincoln
Bosnia,1862,0,Republican,Abraham Lincoln
Armenia,1862,0,Republican,Abraham Lincoln
El Salvador,1862,0,Republican,Abraham Lincoln
Indonesia,1862,0,Republican,Abraham Lincoln
Kosovo,1862,0,Republican,Abraham Lincoln
Laos,1862,0,Republican,Abraham Lincoln
Nigeria,1862,0,Republican,Abraham Lincoln
Yemen,1862,0,Republican,Abraham Lincoln
Czechoslovakia,1862,0,Republican,Abraham Lincoln
Northern Ireland,1862,0,Republican,Abraham Lincoln
Somalia,1862,0,Republican,Abraham Lincoln
Uruguay,1862,0,Republican,Abraham Lincoln
Cambodia,1862,0,Republican,Abraham Lincoln
Saudi Arabia,1862,0,Republican,Abraham Lincoln
South Africa,1862,0,Republican,Abraham Lincoln
Yugoslavia,1862,0,Republican,Abraham Lincoln
Finland,1862,0,Republican,Abraham Lincoln
Thailand,1862,0,Republican,Abraham Lincoln
Jordan,1862,0,Republican,Abraham Lincoln
Kuwait,1862,0,Republican,Abraham Lincoln
Lithuania,1862,0,Republican,Abraham Lincoln
Sudan,1862,0,Republican,Abraham Lincoln
Taiwan,1862,0,Republican,Abraham Lincoln
United States of America,1863,35,Republican,Abraham Lincoln
Mexico,1863,0,Republican,Abraham Lincoln
Great Britain,1863,2,Republican,Abraham Lincoln
Spain,1863,1,Republican,Abraham Lincoln
France,1863,2,Republican,Abraham Lincoln
China,1863,1,Republican,Abraham Lincoln
Cuba,1863,1,Republican,Abraham Lincoln
Russia,1863,1,Republican,Abraham Lincoln
Japan,1863,2,Republican,Abraham Lincoln
Germany,1863,0,Republican,Abraham Lincoln
South Korea,1863,0,Republican,Abraham Lincoln
United Kingdom,1863,0,Republican,Abraham Lincoln
Iraq,1863,0,Republican,Abraham Lincoln
Philippines,1863,0,Republican,Abraham Lincoln
Nicaragua,1863,1,Republican,Abraham Lincoln
Afghanistan,1863,0,Republican,Abraham Lincoln
Canada,1863,0,Republican,Abraham Lincoln
Brazil,1863,0,Republican,Abraham Lincoln
Venezuela,1863,0,Republican,Abraham Lincoln
Iran,1863,0,Republican,Abraham Lincoln
Turkey,1863,1,Republican,Abraham Lincoln
Peru,1863,3,Republican,Abraham Lincoln
Vietnam,1863,0,Republican,Abraham Lincoln
Panama,1863,0,Republican,Abraham Lincoln
Italy,1863,0,Republican,Abraham Lincoln
Portugal,1863,0,Republican,Abraham Lincoln
Chile,1863,2,Republican,Abraham Lincoln
Austria,1863,0,Republican,Abraham Lincoln
Colombia,1863,0,Republican,Abraham Lincoln
Netherlands,1863,0,Republican,Abraham Lincoln
Denmark,1863,1,Republican,Abraham Lincoln
Israel,1863,0,Republican,Abraham Lincoln
Egypt,1863,1,Republican,Abraham Lincoln
Belgium,1863,0,Republican,Abraham Lincoln
Sweden,1863,0,Republican,Abraham Lincoln
Costa Rica,1863,0,Republican,Abraham Lincoln
Argentina,1863,0,Republican,Abraham Lincoln
Liberia,1863,0,Republican,Abraham Lincoln
Greece,1863,0,Republican,Abraham Lincoln
Poland,1863,0,Republican,Abraham Lincoln
Bolivia,1863,0,Republican,Abraham Lincoln
Honduras,1863,0,Republican,Abraham Lincoln
India,1863,0,Republican,Abraham Lincoln
Geneva,1863,0,Republican,Abraham Lincoln
Ecuador,1863,0,Republican,Abraham Lincoln
Pakistan,1863,0,Republican,Abraham Lincoln
The West Indies,1863,0,Republican,Abraham Lincoln
Libya,1863,0,Republican,Abraham Lincoln
Norway,1863,0,Republican,Abraham Lincoln
Prussia,1863,0,Republican,Abraham Lincoln
Australia,1863,0,Republican,Abraham Lincoln
Ukraine,1863,0,Republican,Abraham Lincoln
Hungary,1863,0,Republican,Abraham Lincoln
Lebanon,1863,0,Republican,Abraham Lincoln
North Korea,1863,0,Republican,Abraham Lincoln
Guatemala,1863,0,Republican,Abraham Lincoln
Haiti,1863,0,Republican,Abraham Lincoln
Switzerland,1863,0,Republican,Abraham Lincoln
Syria,1863,0,Republican,Abraham Lincoln
Morocco,1863,1,Republican,Abraham Lincoln
The Dominican Republic,1863,0,Republican,Abraham Lincoln
New Zealand,1863,0,Republican,Abraham Lincoln
Palestine,1863,0,Republican,Abraham Lincoln
Bulgaria,1863,0,Republican,Abraham Lincoln
Ireland,1863,0,Republican,Abraham Lincoln
Bosnia,1863,0,Republican,Abraham Lincoln
Armenia,1863,0,Republican,Abraham Lincoln
El Salvador,1863,0,Republican,Abraham Lincoln
Indonesia,1863,0,Republican,Abraham Lincoln
Kosovo,1863,0,Republican,Abraham Lincoln
Laos,1863,0,Republican,Abraham Lincoln
Nigeria,1863,0,Republican,Abraham Lincoln
Yemen,1863,0,Republican,Abraham Lincoln
Czechoslovakia,1863,0,Republican,Abraham Lincoln
Northern Ireland,1863,0,Republican,Abraham Lincoln
Somalia,1863,0,Republican,Abraham Lincoln
Uruguay,1863,0,Republican,Abraham Lincoln
Cambodia,1863,0,Republican,Abraham Lincoln
Saudi Arabia,1863,0,Republican,Abraham Lincoln
South Africa,1863,0,Republican,Abraham Lincoln
Yugoslavia,1863,0,Republican,Abraham Lincoln
Finland,1863,0,Republican,Abraham Lincoln
Thailand,1863,0,Republican,Abraham Lincoln
Jordan,1863,0,Republican,Abraham Lincoln
Kuwait,1863,0,Republican,Abraham Lincoln
Lithuania,1863,0,Republican,Abraham Lincoln
Sudan,1863,0,Republican,Abraham Lincoln
Taiwan,1863,0,Republican,Abraham Lincoln
United States of America,1864,22,Republican,Abraham Lincoln
Mexico,1864,1,Republican,Abraham Lincoln
Great Britain,1864,4,Republican,Abraham Lincoln
Spain,1864,1,Republican,Abraham Lincoln
France,1864,0,Republican,Abraham Lincoln
China,1864,2,Republican,Abraham Lincoln
Cuba,1864,0,Republican,Abraham Lincoln
Russia,1864,1,Republican,Abraham Lincoln
Japan,1864,2,Republican,Abraham Lincoln
Germany,1864,0,Republican,Abraham Lincoln
South Korea,1864,0,Republican,Abraham Lincoln
United Kingdom,1864,0,Republican,Abraham Lincoln
Iraq,1864,0,Republican,Abraham Lincoln
Philippines,1864,0,Republican,Abraham Lincoln
Nicaragua,1864,1,Republican,Abraham Lincoln
Afghanistan,1864,0,Republican,Abraham Lincoln
Canada,1864,2,Republican,Abraham Lincoln
Brazil,1864,0,Republican,Abraham Lincoln
Venezuela,1864,1,Republican,Abraham Lincoln
Iran,1864,0,Republican,Abraham Lincoln
Turkey,1864,0,Republican,Abraham Lincoln
Peru,1864,2,Republican,Abraham Lincoln
Vietnam,1864,0,Republican,Abraham Lincoln
Panama,1864,0,Republican,Abraham Lincoln
Italy,1864,0,Republican,Abraham Lincoln
Portugal,1864,0,Republican,Abraham Lincoln
Chile,1864,1,Republican,Abraham Lincoln
Austria,1864,0,Republican,Abraham Lincoln
Colombia,1864,0,Republican,Abraham Lincoln
Netherlands,1864,0,Republican,Abraham Lincoln
Denmark,1864,0,Republican,Abraham Lincoln
Israel,1864,0,Republican,Abraham Lincoln
Egypt,1864,2,Republican,Abraham Lincoln
Belgium,1864,0,Republican,Abraham Lincoln
Sweden,1864,0,Republican,Abraham Lincoln
Costa Rica,1864,1,Republican,Abraham Lincoln
Argentina,1864,0,Republican,Abraham Lincoln
Liberia,1864,1,Republican,Abraham Lincoln
Greece,1864,0,Republican,Abraham Lincoln
Poland,1864,0,Republican,Abraham Lincoln
Bolivia,1864,1,Republican,Abraham Lincoln
Honduras,1864,0,Republican,Abraham Lincoln
India,1864,0,Republican,Abraham Lincoln
Geneva,1864,0,Republican,Abraham Lincoln
Ecuador,1864,0,Republican,Abraham Lincoln
Pakistan,1864,0,Republican,Abraham Lincoln
The West Indies,1864,0,Republican,Abraham Lincoln
Libya,1864,0,Republican,Abraham Lincoln
Norway,1864,0,Republican,Abraham Lincoln
Prussia,1864,0,Republican,Abraham Lincoln
Australia,1864,0,Republican,Abraham Lincoln
Ukraine,1864,0,Republican,Abraham Lincoln
Hungary,1864,0,Republican,Abraham Lincoln
Lebanon,1864,0,Republican,Abraham Lincoln
North Korea,1864,0,Republican,Abraham Lincoln
Guatemala,1864,0,Republican,Abraham Lincoln
Haiti,1864,0,Republican,Abraham Lincoln
Switzerland,1864,0,Republican,Abraham Lincoln
Syria,1864,0,Republican,Abraham Lincoln
Morocco,1864,0,Republican,Abraham Lincoln
The Dominican Republic,1864,0,Republican,Abraham Lincoln
New Zealand,1864,0,Republican,Abraham Lincoln
Palestine,1864,0,Republican,Abraham Lincoln
Bulgaria,1864,0,Republican,Abraham Lincoln
Ireland,1864,0,Republican,Abraham Lincoln
Bosnia,1864,0,Republican,Abraham Lincoln
Armenia,1864,0,Republican,Abraham Lincoln
El Salvador,1864,0,Republican,Abraham Lincoln
Indonesia,1864,0,Republican,Abraham Lincoln
Kosovo,1864,0,Republican,Abraham Lincoln
Laos,1864,0,Republican,Abraham Lincoln
Nigeria,1864,0,Republican,Abraham Lincoln
Yemen,1864,0,Republican,Abraham Lincoln
Czechoslovakia,1864,0,Republican,Abraham Lincoln
Northern Ireland,1864,0,Republican,Abraham Lincoln
Somalia,1864,0,Republican,Abraham Lincoln
Uruguay,1864,0,Republican,Abraham Lincoln
Cambodia,1864,0,Republican,Abraham Lincoln
Saudi Arabia,1864,0,Republican,Abraham Lincoln
South Africa,1864,0,Republican,Abraham Lincoln
Yugoslavia,1864,0,Republican,Abraham Lincoln
Finland,1864,0,Republican,Abraham Lincoln
Thailand,1864,0,Republican,Abraham Lincoln
Jordan,1864,0,Republican,Abraham Lincoln
Kuwait,1864,0,Republican,Abraham Lincoln
Lithuania,1864,0,Republican,Abraham Lincoln
Sudan,1864,0,Republican,Abraham Lincoln
Taiwan,1864,0,Republican,Abraham Lincoln
United States of America,1865,86,Other,Andrew Johnson
Mexico,1865,0,Other,Andrew Johnson
Great Britain,1865,4,Other,Andrew Johnson
Spain,1865,1,Other,Andrew Johnson
France,1865,2,Other,Andrew Johnson
China,1865,1,Other,Andrew Johnson
Cuba,1865,0,Other,Andrew Johnson
Russia,1865,1,Other,Andrew Johnson
Japan,1865,0,Other,Andrew Johnson
Germany,1865,0,Other,Andrew Johnson
South Korea,1865,0,Other,Andrew Johnson
United Kingdom,1865,0,Other,Andrew Johnson
Iraq,1865,0,Other,Andrew Johnson
Philippines,1865,0,Other,Andrew Johnson
Nicaragua,1865,0,Other,Andrew Johnson
Afghanistan,1865,0,Other,Andrew Johnson
Canada,1865,0,Other,Andrew Johnson
Brazil,1865,0,Other,Andrew Johnson
Venezuela,1865,0,Other,Andrew Johnson
Iran,1865,0,Other,Andrew Johnson
Turkey,1865,0,Other,Andrew Johnson
Peru,1865,0,Other,Andrew Johnson
Vietnam,1865,0,Other,Andrew Johnson
Panama,1865,0,Other,Andrew Johnson
Italy,1865,0,Other,Andrew Johnson
Portugal,1865,0,Other,Andrew Johnson
Chile,1865,0,Other,Andrew Johnson
Austria,1865,0,Other,Andrew Johnson
Colombia,1865,0,Other,Andrew Johnson
Netherlands,1865,0,Other,Andrew Johnson
Denmark,1865,0,Other,Andrew Johnson
Israel,1865,0,Other,Andrew Johnson
Egypt,1865,0,Other,Andrew Johnson
Belgium,1865,0,Other,Andrew Johnson
Sweden,1865,0,Other,Andrew Johnson
Costa Rica,1865,0,Other,Andrew Johnson
Argentina,1865,0,Other,Andrew Johnson
Liberia,1865,0,Other,Andrew Johnson
Greece,1865,0,Other,Andrew Johnson
Poland,1865,0,Other,Andrew Johnson
Bolivia,1865,0,Other,Andrew Johnson
Honduras,1865,0,Other,Andrew Johnson
India,1865,0,Other,Andrew Johnson
Geneva,1865,0,Other,Andrew Johnson
Ecuador,1865,0,Other,Andrew Johnson
Pakistan,1865,0,Other,Andrew Johnson
The West Indies,1865,0,Other,Andrew Johnson
Libya,1865,0,Other,Andrew Johnson
Norway,1865,0,Other,Andrew Johnson
Prussia,1865,0,Other,Andrew Johnson
Australia,1865,0,Other,Andrew Johnson
Ukraine,1865,0,Other,Andrew Johnson
Hungary,1865,0,Other,Andrew Johnson
Lebanon,1865,0,Other,Andrew Johnson
North Korea,1865,0,Other,Andrew Johnson
Guatemala,1865,0,Other,Andrew Johnson
Haiti,1865,0,Other,Andrew Johnson
Switzerland,1865,0,Other,Andrew Johnson
Syria,1865,0,Other,Andrew Johnson
Morocco,1865,0,Other,Andrew Johnson
The Dominican Republic,1865,0,Other,Andrew Johnson
New Zealand,1865,0,Other,Andrew Johnson
Palestine,1865,0,Other,Andrew Johnson
Bulgaria,1865,0,Other,Andrew Johnson
Ireland,1865,0,Other,Andrew Johnson
Bosnia,1865,0,Other,Andrew Johnson
Armenia,1865,0,Other,Andrew Johnson
El Salvador,1865,0,Other,Andrew Johnson
Indonesia,1865,0,Other,Andrew Johnson
Kosovo,1865,0,Other,Andrew Johnson
Laos,1865,0,Other,Andrew Johnson
Nigeria,1865,0,Other,Andrew Johnson
Yemen,1865,0,Other,Andrew Johnson
Czechoslovakia,1865,0,Other,Andrew Johnson
Northern Ireland,1865,0,Other,Andrew Johnson
Somalia,1865,0,Other,Andrew Johnson
Uruguay,1865,0,Other,Andrew Johnson
Cambodia,1865,0,Other,Andrew Johnson
Saudi Arabia,1865,0,Other,Andrew Johnson
South Africa,1865,0,Other,Andrew Johnson
Yugoslavia,1865,0,Other,Andrew Johnson
Finland,1865,0,Other,Andrew Johnson
Thailand,1865,0,Other,Andrew Johnson
Jordan,1865,0,Other,Andrew Johnson
Kuwait,1865,0,Other,Andrew Johnson
Lithuania,1865,0,Other,Andrew Johnson
Sudan,1865,0,Other,Andrew Johnson
Taiwan,1865,0,Other,Andrew Johnson
United States of America,1866,55,Other,Andrew Johnson
Mexico,1866,10,Other,Andrew Johnson
Great Britain,1866,4,Other,Andrew Johnson
Spain,1866,0,Other,Andrew Johnson
France,1866,8,Other,Andrew Johnson
China,1866,0,Other,Andrew Johnson
Cuba,1866,0,Other,Andrew Johnson
Russia,1866,1,Other,Andrew Johnson
Japan,1866,0,Other,Andrew Johnson
Germany,1866,0,Other,Andrew Johnson
South Korea,1866,0,Other,Andrew Johnson
United Kingdom,1866,1,Other,Andrew Johnson
Iraq,1866,0,Other,Andrew Johnson
Philippines,1866,0,Other,Andrew Johnson
Nicaragua,1866,0,Other,Andrew Johnson
Afghanistan,1866,0,Other,Andrew Johnson
Canada,1866,1,Other,Andrew Johnson
Brazil,1866,0,Other,Andrew Johnson
Venezuela,1866,0,Other,Andrew Johnson
Iran,1866,0,Other,Andrew Johnson
Turkey,1866,0,Other,Andrew Johnson
Peru,1866,0,Other,Andrew Johnson
Vietnam,1866,0,Other,Andrew Johnson
Panama,1866,0,Other,Andrew Johnson
Italy,1866,1,Other,Andrew Johnson
Portugal,1866,0,Other,Andrew Johnson
Chile,1866,0,Other,Andrew Johnson
Austria,1866,1,Other,Andrew Johnson
Colombia,1866,0,Other,Andrew Johnson
Netherlands,1866,0,Other,Andrew Johnson
Denmark,1866,0,Other,Andrew Johnson
Israel,1866,0,Other,Andrew Johnson
Egypt,1866,0,Other,Andrew Johnson
Belgium,1866,0,Other,Andrew Johnson
Sweden,1866,0,Other,Andrew Johnson
Costa Rica,1866,0,Other,Andrew Johnson
Argentina,1866,0,Other,Andrew Johnson
Liberia,1866,0,Other,Andrew Johnson
Greece,1866,1,Other,Andrew Johnson
Poland,1866,0,Other,Andrew Johnson
Bolivia,1866,0,Other,Andrew Johnson
Honduras,1866,0,Other,Andrew Johnson
India,1866,0,Other,Andrew Johnson
Geneva,1866,0,Other,Andrew Johnson
Ecuador,1866,0,Other,Andrew Johnson
Pakistan,1866,0,Other,Andrew Johnson
The West Indies,1866,0,Other,Andrew Johnson
Libya,1866,0,Other,Andrew Johnson
Norway,1866,0,Other,Andrew Johnson
Prussia,1866,2,Other,Andrew Johnson
Australia,1866,0,Other,Andrew Johnson
Ukraine,1866,0,Other,Andrew Johnson
Hungary,1866,0,Other,Andrew Johnson
Lebanon,1866,0,Other,Andrew Johnson
North Korea,1866,0,Other,Andrew Johnson
Guatemala,1866,0,Other,Andrew Johnson
Haiti,1866,0,Other,Andrew Johnson
Switzerland,1866,0,Other,Andrew Johnson
Syria,1866,0,Other,Andrew Johnson
Morocco,1866,0,Other,Andrew Johnson
The Dominican Republic,1866,0,Other,Andrew Johnson
New Zealand,1866,0,Other,Andrew Johnson
Palestine,1866,0,Other,Andrew Johnson
Bulgaria,1866,0,Other,Andrew Johnson
Ireland,1866,5,Other,Andrew Johnson
Bosnia,1866,0,Other,Andrew Johnson
Armenia,1866,0,Other,Andrew Johnson
El Salvador,1866,0,Other,Andrew Johnson
Indonesia,1866,0,Other,Andrew Johnson
Kosovo,1866,0,Other,Andrew Johnson
Laos,1866,0,Other,Andrew Johnson
Nigeria,1866,0,Other,Andrew Johnson
Yemen,1866,0,Other,Andrew Johnson
Czechoslovakia,1866,0,Other,Andrew Johnson
Northern Ireland,1866,0,Other,Andrew Johnson
Somalia,1866,0,Other,Andrew Johnson
Uruguay,1866,0,Other,Andrew Johnson
Cambodia,1866,0,Other,Andrew Johnson
Saudi Arabia,1866,0,Other,Andrew Johnson
South Africa,1866,0,Other,Andrew Johnson
Yugoslavia,1866,0,Other,Andrew Johnson
Finland,1866,0,Other,Andrew Johnson
Thailand,1866,0,Other,Andrew Johnson
Jordan,1866,0,Other,Andrew Johnson
Kuwait,1866,0,Other,Andrew Johnson
Lithuania,1866,0,Other,Andrew Johnson
Sudan,1866,0,Other,Andrew Johnson
Taiwan,1866,0,Other,Andrew Johnson
United States of America,1867,37,Other,Andrew Johnson
Mexico,1867,1,Other,Andrew Johnson
Great Britain,1867,4,Other,Andrew Johnson
Spain,1867,4,Other,Andrew Johnson
France,1867,2,Other,Andrew Johnson
China,1867,0,Other,Andrew Johnson
Cuba,1867,0,Other,Andrew Johnson
Russia,1867,3,Other,Andrew Johnson
Japan,1867,0,Other,Andrew Johnson
Germany,1867,1,Other,Andrew Johnson
South Korea,1867,0,Other,Andrew Johnson
United Kingdom,1867,1,Other,Andrew Johnson
Iraq,1867,0,Other,Andrew Johnson
Philippines,1867,0,Other,Andrew Johnson
Nicaragua,1867,0,Other,Andrew Johnson
Afghanistan,1867,0,Other,Andrew Johnson
Canada,1867,0,Other,Andrew Johnson
Brazil,1867,2,Other,Andrew Johnson
Venezuela,1867,0,Other,Andrew Johnson
Iran,1867,0,Other,Andrew Johnson
Turkey,1867,0,Other,Andrew Johnson
Peru,1867,0,Other,Andrew Johnson
Vietnam,1867,0,Other,Andrew Johnson
Panama,1867,0,Other,Andrew Johnson
Italy,1867,1,Other,Andrew Johnson
Portugal,1867,0,Other,Andrew Johnson
Chile,1867,1,Other,Andrew Johnson
Austria,1867,0,Other,Andrew Johnson
Colombia,1867,0,Other,Andrew Johnson
Netherlands,1867,2,Other,Andrew Johnson
Denmark,1867,0,Other,Andrew Johnson
Israel,1867,0,Other,Andrew Johnson
Egypt,1867,0,Other,Andrew Johnson
Belgium,1867,1,Other,Andrew Johnson
Sweden,1867,1,Other,Andrew Johnson
Costa Rica,1867,0,Other,Andrew Johnson
Argentina,1867,0,Other,Andrew Johnson
Liberia,1867,0,Other,Andrew Johnson
Greece,1867,0,Other,Andrew Johnson
Poland,1867,0,Other,Andrew Johnson
Bolivia,1867,0,Other,Andrew Johnson
Honduras,1867,0,Other,Andrew Johnson
India,1867,0,Other,Andrew Johnson
Geneva,1867,0,Other,Andrew Johnson
Ecuador,1867,0,Other,Andrew Johnson
Pakistan,1867,0,Other,Andrew Johnson
The West Indies,1867,1,Other,Andrew Johnson
Libya,1867,0,Other,Andrew Johnson
Norway,1867,0,Other,Andrew Johnson
Prussia,1867,1,Other,Andrew Johnson
Australia,1867,0,Other,Andrew Johnson
Ukraine,1867,0,Other,Andrew Johnson
Hungary,1867,0,Other,Andrew Johnson
Lebanon,1867,0,Other,Andrew Johnson
North Korea,1867,0,Other,Andrew Johnson
Guatemala,1867,0,Other,Andrew Johnson
Haiti,1867,0,Other,Andrew Johnson
Switzerland,1867,1,Other,Andrew Johnson
Syria,1867,0,Other,Andrew Johnson
Morocco,1867,0,Other,Andrew Johnson
The Dominican Republic,1867,0,Other,Andrew Johnson
New Zealand,1867,0,Other,Andrew Johnson
Palestine,1867,0,Other,Andrew Johnson
Bulgaria,1867,0,Other,Andrew Johnson
Ireland,1867,1,Other,Andrew Johnson
Bosnia,1867,0,Other,Andrew Johnson
Armenia,1867,0,Other,Andrew Johnson
El Salvador,1867,0,Other,Andrew Johnson
Indonesia,1867,0,Other,Andrew Johnson
Kosovo,1867,0,Other,Andrew Johnson
Laos,1867,0,Other,Andrew Johnson
Nigeria,1867,0,Other,Andrew Johnson
Yemen,1867,0,Other,Andrew Johnson
Czechoslovakia,1867,0,Other,Andrew Johnson
